index,x,y
7563,-4774,-2186
7564,3133,6989
7565,-5501,-897
7566,-2067,6698
7567,-2131,-6963
7568,-5419,271
7569,6935,9912
7570,3093,2290
7571,-845,205
7572,9602,-71
7573,-8370,-4927
7574,-7821,-714
7575,3318,-326
7576,-5102,8690
7577,-1877,-1733
7578,-9916,8714
7579,-40,-3463
7580,-1674,-4755
7581,-5492,-8165
7582,-9537,-3487
7583,-1108,1478
7584,7131,42
7585,-376,1379
7586,-3173,4579
7587,-4143,-2335
7588,-869,1991
7589,-511,3587
7590,-2930,-9892
7591,-1354,1948
7592,7826,8177
7593,7415,-7599
7594,-8746,-5642
7595,-4902,-4192
7596,7485,-8479
7597,2289,-2989
7598,-11,-4392
7599,-9276,-4901
7600,-4616,-2772
7601,-9490,-8768
7602,-8960,-8766
7603,9202,7931
7604,-9267,3839
7605,-9563,-8639
7606,9030,-4506
7607,-4703,9937
7608,9013,2394
7609,-8744,-8317
7610,8008,-5666
7611,7514,9501
7612,7344,-49
7613,-7793,9234
7614,1872,-7988
7615,5367,6310
7616,-4413,1664
7617,-9314,8061
7618,2626,-6003
7619,354,892
7620,-489,-9805
7621,8437,-4697
7622,9650,417
7623,5256,1572
7624,-7012,-6929
7625,4531,9421
7626,-8913,1470
7627,-8792,-8137
7628,-8382,799
7629,7966,-374
7630,-4477,2917
7631,-8130,265
7632,4357,5270
7633,-2530,1566
7634,-4459,-893
7635,-6692,4034
7636,-1556,7737
7637,-3173,-1161
7638,-6724,-970
7639,2509,9005
7640,-4908,5140
7641,-1633,2478
7642,8934,-3094
7643,1679,-891
7644,-5802,-6549
7645,-545,-7449
7646,-1991,8617
7647,5422,5915
7648,-9076,1439
7649,-982,-1356
7650,-98,3362
7651,-5081,584
7652,1709,-2241
7653,-5886,-3302
7654,-2291,8431
7655,-6911,-6869
7656,-8891,-1706
7657,8698,910
7658,-6369,-9235
7659,1783,-7067
7660,-4006,-3684
7661,-8866,1069
7662,-4624,-214
7663,701,4297
7664,-6643,6981
7665,-3168,4407
7666,-5872,9727
7667,-9692,3449
7668,-4129,-363
7669,3120,-6781
7670,-5746,5927
7671,6601,-5199
7672,-153,999
7673,-6076,-714
7674,3225,7924
7675,-1664,-7366
7676,5195,2467
7677,322,-5307
7678,-6428,-313
7679,-8597,-2717
7680,-6478,-6176
7681,9908,7300
7682,-8893,8213
7683,1237,-8600
7684,-5545,-8403
7685,-9339,-7178
7686,-9339,8649
7687,6572,9782
7688,-766,-1084
7689,-4791,663
7690,9785,-5576
7691,1347,3294
7692,-1044,-6507
7693,-441,-5890
7694,5744,6761
7695,-3188,-3820
7696,5864,4397
7697,-9297,-9265
7698,-9071,1424
7699,367,-3656
7700,-6950,-1925
7701,-2499,9515
7702,2119,-7128
7703,9339,4335
7704,-2312,6714
7705,-4535,1754
7706,-9653,-337
7707,1778,4490
7708,9997,-811
7709,-4018,-7434
7710,1254,-1184
7711,-2431,-6739
7712,-6658,3320
7713,7792,-7133
7714,1827,2444
7715,3453,4637
7716,-2238,-9118
7717,-5549,3362
7718,-5966,-4418
7719,-9011,-3421
7720,-5277,-2361
7721,-9167,-2575
7722,-1156,-1007
7723,781,9
7724,3176,-5795
7725,2630,-9779
7726,-2250,7897
7727,-4569,848
7728,7792,1321
7729,2209,-4967
7730,1583,9199
7731,-9754,-3601
7732,-2386,-5932
7733,1133,7799
7734,-7658,-5332
7735,-4468,-4992
7736,-7949,9832
7737,-8922,-3841
7738,-6521,260
7739,-4174,-4941
7740,-364,-8292
7741,7271,-7483
7742,8375,940
7743,9324,-4713
7744,-7407,-1335
7745,1907,-4142
7746,7396,-6612
7747,-4824,-468
7748,1917,573
7749,5383,7375
7750,3137,-3421
7751,-7377,-3390
7752,-5771,3424
7753,9075,-8460
7754,-5815,-5058
7755,589,5507
7756,-1138,-9165
7757,-424,5392
7758,-8944,-5220
7759,-4370,248
7760,8861,5064
7761,2058,-467
7762,-7473,2833
7763,4031,-2081
7764,853,-1653
7765,5699,3245
7766,-7634,-980
7767,-6805,1647
7768,9818,-2907
7769,-7982,-2997
7770,8471,2180
7771,7684,7718
7772,2574,9636
7773,365,-4041
7774,-4944,-4122
7775,-5743,404
7776,-34,-6020
7777,-9231,-4555
7778,6263,472
7779,-5118,256
7780,-1377,-9371
7781,-6677,-4518
7782,-7670,8690
7783,6497,-6127
7784,2809,-5870
7785,-2671,-386
7786,7480,-6155
7787,7192,-215
7788,844,9245
7789,-551,-8092
7790,-737,-1233
7791,3354,1720
7792,-8244,-2826
7793,-1505,-7386
7794,-2730,8620
7795,-4765,-9506
7796,-7398,-2101
7797,1437,9340
7798,-8051,-7746
7799,5973,387
7800,6453,8775
7801,-6109,-7894
7802,-2319,2894
7803,-6258,-848
7804,-2849,7620
7805,-7411,-9548
7806,-9159,-259
7807,2176,-5000
7808,2053,7886
7809,480,164
7810,-6599,2273
7811,-2323,-111
7812,7717,7840
7813,-9737,8597
7814,-9989,1105
7815,-2949,-6320
7816,-4938,-2239
7817,9332,-1659
7818,5527,9777
7819,4790,9237
7820,3248,5883
7821,-7256,2455
7822,-7621,-409
7823,-5376,-2226
7824,-8724,-179
7825,-3430,-9975
7826,-558,-4154
7827,-5439,-9385
7828,901,-5598
7829,7705,9764
7830,7958,1982
7831,-4305,8001
7832,3576,-2129
7833,6672,6085
7834,8472,-9297
7835,-3562,-687
7836,6963,648
7837,92,-2937
7838,-6282,2025
7839,949,-1142
7840,-1764,-1673
7841,-3443,8059
7842,-3238,-5365
7843,-1729,-7029
7844,-6197,326
7845,1850,-9731
7846,7014,1325
7847,-5722,-8577
7848,-5649,2866
7849,-7810,-5782
7850,-2965,1617
7851,-9064,-3239
7852,1023,-2096
7853,5955,2177
7854,141,-8487
7855,-6004,-2316
7856,-8537,-465
7857,-1756,-9855
7858,9913,1119
7859,-8865,-9283
7860,2142,-1004
7861,-6235,-4808
7862,5966,-5689
7863,-104,2581
7864,8107,-1404
7865,9971,-9582
7866,1442,3816
7867,-8080,-3229
7868,5516,335
7869,1062,720
7870,-6162,-2179
7871,-6528,2831
7872,-8366,-7010
7873,-426,-2653
7874,-6867,2359
7875,-7779,-9083
7876,-6731,3805
7877,254,366
7878,-6916,879
7879,5741,1166
7880,2535,-5638
7881,8767,6520
7882,-1722,7994
7883,-8221,60
7884,5246,5098
7885,9126,1846
7886,4711,-5898
7887,7493,1480
7888,-4703,667
7889,-9345,-8327
7890,7826,-6096
7891,-4597,-9773
7892,-7652,-8883
7893,-4394,-2977
7894,-9706,2564
7895,5789,8882
7896,-8655,-6061
7897,-6034,-6254
7898,1416,2761
7899,774,-1841
7900,4083,-5361
7901,-792,-4672
7902,-7675,-1574
7903,7173,6508
7904,8119,-7676
7905,-2107,-3669
7906,-5455,-5720
7907,-7925,1722
7908,-9851,-2167
7909,4741,4190
7910,-9100,3865
7911,1891,-5040
7912,-8094,-8818
7913,-5005,-3920
7914,971,-4191
7915,3005,-7749
7916,-4129,1089
7917,3789,-3878
7918,-654,3064
7919,163,6593
7920,-4011,7883
7921,1961,-7010
7922,-8235,-4703
7923,3918,3040
7924,2154,-4800
7925,-7544,1416
7926,-6855,3022
7927,-2698,-5337
7928,-1890,-186
7929,-3675,-3077
7930,3641,-6403
7931,-9578,1032
7932,-8306,4794
7933,-23,7379
7934,6194,4224
7935,-106,-3087
7936,-3924,-6413
7937,595,134
7938,5125,5135
7939,577,-8577
7940,9194,4117
7941,1633,-3373
7942,849,-5624
7943,-8183,-3284
7944,-8550,4302
7945,-9111,8270
7946,-1536,-1486
7947,-6219,-9246
7948,-3997,6249
7949,7357,825
7950,-3795,616
7951,6471,-3627
7952,-8808,-4091
7953,6228,-4890
7954,8749,-3399
7955,-4066,-6534
7956,-5157,4950
7957,5562,6033
7958,-1714,7025
7959,-863,2003
7960,-9489,-3635
7961,-7305,-2212
7962,2506,-8014
7963,-3609,-7042
7964,-9731,1176
7965,-9842,9800
7966,386,8037
7967,8937,6763
7968,-3176,1426
7969,1340,-6749
7970,805,2637
7971,-1113,-2582
7972,9442,-1811
7973,769,-8456
7974,-2809,9750
7975,4627,2005
7976,-363,3751
7977,3864,-666
7978,-2659,-8806
7979,-9834,-7467
7980,-9288,5681
7981,8435,-3374
7982,-2780,-1477
7983,-4680,-8925
7984,1871,-9553
7985,-7101,4
7986,3262,5591
7987,2121,8973
7988,176,-9205
7989,-181,1776
7990,-2134,-6155
7991,-7954,-8497
7992,4040,48
7993,6601,6964
7994,1585,4066
7995,-5743,-2634
7996,2143,-6013
7997,2506,-7673
7998,-5291,-5965
7999,-640,1033
8000,2152,4121
8001,-5613,-2996
8002,-3139,2149
8003,-5937,-9184
8004,-3002,1165
8005,-4935,-3451
8006,3023,-891
8007,4248,-236
8008,2665,1637
8009,-1081,1517
8010,2494,-8755
8011,604,5557
8012,-1037,-7867
8013,-1368,-6443
8014,-298,-6360
8015,-7099,-7165
8016,-5299,-8320
8017,-3025,-9862
8018,-4499,2348
8019,-9469,1146
8020,-8851,-3158
8021,-1698,-1692
8022,-2208,-1511
8023,-9905,8932
8024,2359,-1264
8025,1976,-85
8026,-7810,986
8027,1658,1909
8028,-6801,823
8029,-7737,9685
8030,-2460,9991
8031,-7869,7857
8032,-599,-2913
8033,-6341,9692
8034,-3601,1587
8035,-98,4556
8036,714,-176
8037,7216,-5899
8038,-4704,-5083
8039,-7991,-9739
8040,-4921,7189
8041,-9739,8541
8042,5376,-5301
8043,994,8107
8044,-3874,6579
8045,-1261,-4349
8046,-995,4257
8047,-9153,1775
8048,-1367,4448
8049,-8307,8980
8050,8006,-7614
8051,2964,-8091
8052,7026,-5559
8053,2832,-3304
8054,-5923,2656
8055,-9137,-3282
8056,-312,3370
8057,-9052,6485
8058,-9666,-136
8059,-2784,-5778
8060,259,1373
8061,-2889,2200
8062,1200,-4677
8063,-8901,-4827
8064,-5910,-7824
8065,1912,2195
8066,-8468,1493
8067,3876,2721
8068,172,-7742
8069,-9436,8151
8070,-1861,2351
8071,-3205,-6467
8072,3504,-8425
8073,3862,-3343
8074,-1814,3526
8075,-5552,-3893
8076,-1678,1281
8077,434,-3880
8078,6853,7953
8079,2390,-9587
8080,5649,-6528
8081,-7893,3356
8082,-7868,-2577
8083,-4346,395
8084,-3232,1129
8085,-1848,26
8086,-762,59
8087,-6371,-7652
8088,-2680,-7812
8089,-2487,-6945
8090,9912,8500
8091,752,5139
8092,6083,5159
8093,-2524,751
8094,1092,1532
8095,1417,-4619
8096,-8045,-2699
8097,6016,-8580
8098,-7984,6914
8099,-1175,-2151
8100,6424,7313
8101,-7512,-6032
8102,2421,9557
8103,8857,-1509
8104,8929,4852
8105,-3153,6322
8106,-5378,2374
8107,-3881,-6105
8108,967,4437
8109,-5577,545
8110,-2949,-4322
8111,-6935,4618
8112,-6099,-4704
8113,-7907,76
8114,-2189,-1976
8115,-8642,522
8116,-7921,-4777
8117,-4028,-6138
8118,5143,-8776
8119,1674,2322
8120,-6923,-1488
8121,9048,6886
8122,7306,-9857
8123,-8621,2008
8124,8336,-361
8125,1398,7435
8126,-347,8790
8127,-6900,1656
8128,2251,-3395
8129,1435,3612
8130,-8558,-1823
8131,1005,-7080
8132,2332,-8641
8133,9566,-2288
8134,-4313,7779
8135,758,-5092
8136,2350,1982
8137,-2834,-8043
8138,-2582,48
8139,-5325,-3063
8140,6793,-3547
8141,8866,-5140
8142,-9241,-9302
8143,-7119,2711
8144,-1529,4144
8145,-8409,-1162
8146,9495,6036
8147,-8403,1774
8148,-9682,9262
8149,2195,6162
8150,-2720,-2819
8151,-3435,-148
8152,-1074,-6793
8153,-94,5236
8154,-2047,-4153
8155,-775,-9265
8156,4209,7447
8157,-8530,1007
8158,-7682,-9031
8159,5459,-9536
8160,-7155,-9825
8161,-113,-8672
8162,-9727,9087
8163,-1543,-6893
8164,-3049,8731
8165,1000,-240
8166,-3530,-7107
8167,-1843,7392
8168,2656,-2211
8169,2550,3676
8170,-1650,3375
8171,6250,4748
8172,-8601,-2463
8173,-6040,3010
8174,-3898,-8475
8175,9743,-7599
8176,-6533,-8919
8177,-8447,-1334
8178,-5378,-4016
8179,-8069,1829
8180,-4170,-4746
8181,-6728,-3055
8182,-5068,-7384
8183,-3252,5152
8184,-5237,1824
8185,-935,-58
8186,-9563,-2883
8187,-7761,-2974
8188,2569,3790
8189,8586,-2107
8190,-9412,-2996
8191,-3424,5805
8192,-9006,-7361
8193,-875,-3313
8194,-9556,-3298
8195,262,1743
8196,9399,-2174
8197,2470,5795
8198,-5548,-6502
8199,6381,2478
8200,-4883,-3854
8201,1167,-36
8202,-7524,4429
8203,4202,-7445
8204,2005,-4803
8205,1725,-485
8206,-2137,-9478
8207,1681,-9320
8208,572,-4480
8209,-2463,-7996
8210,3285,-2247
8211,117,-4233
8212,-3375,-1289
8213,-4693,-8136
8214,-6333,-7222
8215,-8943,-5301
8216,-6360,-2539
8217,8687,-4362
8218,134,1374
8219,404,-8105
8220,-1141,9189
8221,-6247,-7198
8222,1173,-1529
8223,9352,4729
8224,-1878,501
8225,5048,6424
8226,3067,-7600
8227,3714,-8356
8228,-8790,-8386
8229,-354,661
8230,-8263,8481
8231,5424,-8872
8232,-1696,-5695
8233,6759,8313
8234,7992,-8098
8235,1004,4464
8236,-8333,6743
8237,-4402,1181
8238,822,-4195
8239,-4652,-1528
8240,-5822,-6159
8241,-2502,-3491
8242,-7605,-1322
8243,-7575,8344
8244,3707,-6687
8245,-4473,3977
8246,3115,6832
8247,-6918,5146
8248,-4763,6687
8249,2096,8971
8250,-5014,-1881
8251,-131,-9606
8252,6527,-3868
8253,-8826,1391
8254,4639,1332
8255,-5501,-2795
8256,-9881,4607
8257,707,4393
8258,-2746,852
8259,3586,-3186
8260,5142,-3738
8261,4474,1847
8262,-8179,-2480
8263,6462,553
8264,8369,-2080
8265,-8082,5257
8266,-3509,-4577
8267,3465,9015
8268,-3589,-6461
8269,2192,-946
8270,3372,-7712
8271,-9052,6976
8272,2416,-1389
8273,190,-1906
8274,1614,-1830
8275,-5483,-6130
8276,7692,-8856
8277,-1855,-5654
8278,-3704,-2411
8279,-2432,758
8280,2070,-8098
8281,-4791,-3318
8282,-5979,-3000
8283,-7335,8968
8284,-3143,-6007
8285,4971,-7294
8286,2693,-8007
8287,2227,-5397
8288,8509,-7861
8289,2823,-4801
8290,-262,-5858
8291,-6172,-9342
8292,-2463,6985
8293,-3089,-8674
8294,7225,7417
8295,-4399,-3018
8296,2773,-2587
8297,-4366,8333
8298,-8235,-5033
8299,-5241,9459
8300,1059,-4486
8301,-8512,-416
8302,-2958,5325
8303,-5793,247
8304,-7291,-3125
8305,1298,6568
8306,2992,1209
8307,8293,1200
8308,-2018,-296
8309,6982,8386
8310,-1337,270
8311,-7257,4668
8312,-9796,2606
8313,-4945,-6725
8314,-267,3968
8315,-4091,-8692
8316,-4017,-9526
8317,2043,1980
8318,-5898,-3586
8319,-5936,-7216
8320,-9522,-3577
8321,-3553,1936
8322,124,-3528
8323,-2633,-710
8324,1944,-9929
8325,1109,3998
8326,-8637,-3345
8327,-5121,-1374
8328,-6160,661
8329,2536,1704
8330,6371,5877
8331,-9467,-7877
8332,5275,-3631
8333,1866,-6510
8334,-2433,-9148
8335,1130,-1042
8336,924,8589
8337,-7099,892
8338,-9036,-2099
8339,-2225,1565
8340,5323,-9392
8341,5352,-4043
8342,-5348,-4458
8343,460,4582
8344,8630,-7982
8345,-4739,-5104
8346,-9015,-5456
8347,-18,4483
8348,1830,-1491
8349,-7512,5572
8350,-7204,470
8351,-8750,-2334
8352,7069,-3258
8353,-6472,2047
8354,150,7991
8355,-3136,-2693
8356,-1595,-6262
8357,-6537,-2407
8358,1448,-8001
8359,9481,-8990
8360,5195,-3426
8361,9058,9652
8362,331,6815
8363,-9423,-887
8364,-2708,250
8365,-4466,-3762
8366,-9536,5240
8367,2098,-8545
8368,-2968,-8383
8369,-5447,1295
8370,-3902,2567
8371,7339,-7476
8372,-1716,6574
8373,7262,-1870
8374,6639,-6480
8375,-7051,1587
8376,-1842,-6270
8377,-7076,-4365
8378,-8942,2292
8379,-4622,-5982
8380,-6805,-2566
8381,8804,4890
8382,-4385,3315
8383,-3026,-5980
8384,-4187,-3790
8385,-3653,-2310
8386,-5497,1627
8387,-8175,9859
8388,3063,-3780
8389,-6464,5864
8390,3894,-7352
8391,7931,9718
8392,-3762,-3295
8393,-7370,5936
8394,-3968,-6716
8395,-7112,1554
8396,-8116,-575
8397,-5109,-7325
8398,3093,-6929
8399,-9328,-5626
8400,-1906,-1192
8401,-2596,-3274
8402,5914,-7826
8403,-9638,9021
8404,1555,-176
8405,-115,-6466
8406,7155,9905
8407,-2502,-541
8408,-700,1757
8409,2620,6847
8410,642,-92
8411,4376,-8283
8412,-6483,537
8413,-7695,-916
8414,-1250,7429
8415,-8684,5776
8416,566,-7987
8417,-1668,2485
8418,-5490,-4623
8419,2702,-1418
8420,-2286,155
8421,4136,-1279
8422,6391,-4553
8423,-8602,-7112
8424,-1705,-2884
8425,3800,-7312
8426,-3173,-7208
8427,-242,-272
8428,291,-6579
8429,-6464,-9931
8430,-5786,-4172
8431,-6101,-6372
8432,-653,7426
8433,-2230,715
8434,-6278,-6974
8435,5769,-4355
8436,-8493,9655
8437,-5065,-8792
8438,3445,-304
8439,5267,-3832
8440,-7962,1973
8441,443,-3511
8442,1106,-4451
8443,3757,-7663
8444,1742,-8166
8445,-2932,1852
8446,7514,6978
8447,9401,3571
8448,682,-5238
8449,-7669,-710
8450,5622,-1513
8451,9546,-2278
8452,7108,1307
8453,-187,-2795
8454,-1299,-2269
8455,8455,1344
8456,-8834,1545
8457,-3245,-4593
8458,-5038,9971
8459,-7298,4257
8460,-2389,3337
8461,-8963,7172
8462,-342,52
8463,-5381,6124
8464,-6794,-9077
8465,1750,8331
8466,-2772,-3717
8467,-7019,-8515
8468,-7478,1952
8469,-4820,6304
8470,-2236,-4429
8471,-868,7438
8472,2167,-738
8473,-2429,-3906
8474,4759,-6785
8475,-164,9069
8476,-6907,103
8477,9205,-8130
8478,-9038,-501
8479,6051,-8631
8480,-5455,177
8481,2619,-6315
8482,-8231,-2736
8483,3643,-2660
8484,-5675,-2344
8485,-2254,2845
8486,-8767,-7241
8487,-5474,-5209
8488,-4088,-1566
8489,3653,549
8490,-2908,-8730
8491,-5119,325
8492,-734,-9793
8493,-8774,-2167
8494,-8384,4777
8495,-2046,7337
8496,-3858,-1211
8497,-1451,9690
8498,-6168,-402
8499,1286,-1707
8500,-8077,-8146
8501,8908,-6465
8502,-8212,1756
8503,9822,-1416
8504,-1588,-7527
8505,-394,-1030
8506,6176,-7556
8507,-4203,-2849
8508,724,-466
8509,-238,4787
8510,-1749,9901
8511,-2891,-8253
8512,-9550,-260
8513,376,-8808
8514,2397,-1162
8515,-2955,1519
8516,-7725,-9371
8517,-579,-5546
8518,1982,-1136
8519,-6789,8940
8520,-6335,7335
8521,6468,-483
8522,-3025,-2519
8523,-1145,3874
8524,-8746,-1888
8525,-2767,-6032
8526,6948,2659
8527,-2660,3865
8528,86,2728
8529,-6464,-8150
8530,-5184,-5058
8531,-2306,729
8532,6671,173
8533,-7000,-289
8534,-7159,5685
8535,-9271,2082
8536,2162,700
8537,-6950,-6393
8538,-6764,-3602
8539,-2598,1795
8540,-6652,-1386
8541,-6002,5970
8542,-1104,2091
8543,-1547,-8440
8544,-7422,-7147
8545,-6958,-3872
8546,-7626,-3295
8547,6226,-1943
8548,1574,-5158
8549,1713,915
8550,39,1691
8551,-8393,-1645
8552,1759,-5506
8553,9503,-2694
8554,-1594,-5895
8555,1283,9143
8556,-3006,1091
8557,8977,-4132
8558,-9447,2127
8559,-8103,-4450
8560,-7764,9564
8561,121,-1874
8562,-8296,6763
8563,-767,-899
8564,-9552,8870
8565,-3096,-6205
8566,-90,4733
8567,-1404,-9541
8568,633,5838
8569,1779,4492
8570,-4706,-8699
8571,-9212,-5365
8572,2655,962
8573,220,8455
8574,-9030,-7740
8575,9852,6428
8576,-8218,3919
8577,8371,-1570
8578,7592,-8845
8579,2144,9680
8580,284,2913
8581,-7826,-6776
8582,-4849,-132
8583,-6780,-7813
8584,3657,6422
8585,7004,-7578
8586,6797,-5291
8587,-3414,4371
8588,6108,-649
8589,5798,4875
8590,-4321,1037
8591,-227,-6380
8592,-137,-5627
8593,-1344,-2443
8594,1958,1792
8595,-1815,-2610
8596,-2878,1481
8597,3181,390
8598,2393,-8857
8599,-7909,-4110
8600,-8338,-5648
8601,-2308,-1587
8602,-9592,-5416
8603,8280,-556
8604,1964,-7461
8605,-8634,-2531
8606,6367,4611
8607,-4109,-7064
8608,1878,109
8609,4266,4455
8610,-3716,7682
8611,-8218,-992
8612,-6474,-8296
8613,-7848,7655
8614,-8253,6961
8615,2713,5644
8616,-1221,4318
8617,7657,2056
8618,-4005,7548
8619,-1906,-1928
8620,4726,-6501
8621,-2054,1419
8622,-4748,5346
8623,-8597,1814
8624,-1699,-161
8625,-5106,-7543
8626,7959,-5527
8627,2271,-3203
8628,-958,1284
8629,1595,-738
8630,-9099,6760
8631,-715,-5732
8632,-6050,-4952
8633,-3061,-4384
8634,-2766,-8688
8635,-507,-287
8636,7909,1595
8637,4711,-2591
8638,2005,-9917
8639,2202,3913
8640,7923,2970
8641,-1745,-9840
8642,-536,-8911
8643,2264,2576
8644,-8441,465
8645,-4668,-3544
8646,-4921,5986
8647,-6547,4314
8648,-8720,-5213
8649,-3844,-9535
8650,-5765,492
8651,-9258,-652
8652,7567,8689
8653,-5443,-6284
8654,-7918,-5363
8655,-4121,-3101
8656,-915,-3030
8657,7101,-3738
8658,-9529,-6092
8659,-8861,5875
8660,-1174,-9487
8661,-6877,8467
8662,2162,-1976
8663,1951,-9915
8664,-2256,-2255
8665,-4501,3184
8666,5401,-5885
8667,-913,-1490
8668,-1724,3587
8669,5185,-6003
8670,-5823,1853
8671,1958,-1777
8672,-6159,518
8673,982,-301
8674,419,8026
8675,772,9251
8676,-9735,9590
8677,3894,-5190
8678,-8031,-4177
8679,-1627,-7288
8680,3582,-208
8681,-8203,-6132
8682,7665,-2114
8683,-7575,6224
8684,2617,-5994
8685,-6121,-8696
8686,-1328,9524
8687,7360,-6445
8688,-8242,-6803
8689,1600,2389
8690,1290,-810
8691,-1163,-2450
8692,-1706,6055
8693,-7988,9708
8694,-616,-959
8695,-2831,1398
8696,-1052,-4364
8697,2409,2208
8698,-7081,-6772
8699,598,-6088
8700,-7609,-9929
8701,453,1092
8702,-3456,598
8703,-1887,-8309
8704,-3217,-9732
8705,-7842,1847
8706,-42,-8308
8707,7599,-7150
8708,2536,-6526
8709,8806,-3269
8710,-5318,-9140
8711,6839,5691
8712,4890,4738
8713,-9498,-7042
8714,5193,-7913
8715,-7308,7949
8716,-2649,-3187
8717,-4766,1640
8718,-6105,6266
8719,7295,-58
8720,-2490,-9148
8721,9180,-5981
8722,-7430,-4597
8723,-3774,-9567
8724,-3336,8150
8725,2666,-709
8726,1192,-67
8727,-9919,-2380
8728,-5805,-2031
8729,-9057,342
8730,-7920,2794
8731,2690,1414
8732,-7644,-7626
8733,-5294,-5134
8734,-1717,-5188
8735,7896,3435
8736,7022,1417
8737,7266,-1394
8738,-6110,-3965
8739,-9676,-2174
8740,-9987,-5100
8741,6852,-6569
8742,3046,1470
8743,6271,-6868
8744,-7953,3504
8745,2530,464
8746,418,-5585
8747,-2934,-1317
8748,-5274,7836
8749,1100,-5714
8750,-3919,2898
8751,-5150,-7100
8752,1498,-6301
8753,-4432,-7978
8754,548,-4895
8755,-9288,-8142
8756,6997,-3421
8757,1473,-8801
8758,8854,-8186
8759,-5408,-3830
8760,-2392,8655
8761,-9062,4588
8762,-9849,-5117
8763,-2779,2310
8764,-6971,-5010
8765,-7756,-2162
8766,-286,1436
8767,-8001,-9987
8768,-8056,3111
8769,1070,1724
8770,9798,-9933
8771,-5145,-8704
8772,6941,-1586
8773,1037,-3421
8774,-7856,5764
8775,-3859,-6217
8776,-1328,2360
8777,-8974,7829
8778,-132,337
8779,6386,-577
8780,-7493,5076
8781,-7075,-2559
8782,-460,-2615
8783,7888,-9035
8784,3965,805
8785,-9589,-6962
8786,-1710,-2133
8787,5507,1590
8788,-3515,7800
8789,6617,-7861
8790,-1439,-6193
8791,4199,-519
8792,9403,4432
8793,-1127,7970
8794,-2173,-1480
8795,-1751,1818
8796,-4645,-9292
8797,9845,-5970
8798,7594,-3492
8799,-3455,-3114
8800,-5796,-4155
8801,7099,-3889
8802,-8702,1577
8803,743,-1047
8804,-9629,-2543
8805,9465,-8721
8806,2679,-4844
8807,-5697,3377
8808,4958,-5736
8809,-1418,-8572
8810,83,1559
8811,-3211,6632
8812,-8463,9852
8813,-2355,9707
8814,8977,-7286
8815,1966,666
8816,-3809,-3516
8817,98,-8612
8818,-2105,-1454
8819,-3487,-3348
8820,6359,-7840
8821,4949,-6570
8822,8614,508
8823,-2120,-3317
8824,-2250,2513
8825,2900,-1854
8826,5133,-764
8827,9720,-8182
8828,-5784,-4057
8829,-5273,-3153
8830,3459,24
8831,191,-5950
8832,2155,232
8833,766,-8799
8834,-9498,-4329
8835,-5627,2058
8836,-3089,-2623
8837,3856,8033
8838,7971,198
8839,-4439,1077
8840,1229,41
8841,-9931,-1466
8842,-3347,-1062
8843,-5557,250
8844,2480,-9514
8845,-1524,369
8846,-9508,-6104
8847,-1873,-443
8848,5241,6572
8849,973,4339
8850,-7247,-7763
8851,-2200,-5518
8852,-6547,-8229
8853,-678,-1874
8854,3984,-3133
8855,-9198,-709
8856,-8333,5615
8857,7568,-8567
8858,-6134,7501
8859,1514,134
8860,3500,6472
8861,-5900,-4331
8862,-4742,5028
8863,9715,2520
8864,-1246,660
8865,-27,-4405
8866,1837,2534
8867,9374,8153
8868,-4440,-2755
8869,3417,-9168
8870,-4331,-1264
8871,2259,-6034
8872,9503,-8491
8873,-2154,598
8874,7838,2083
8875,-238,-8818
8876,-1203,-6351
8877,-7115,4947
8878,-3150,-138
8879,-8065,-1573
8880,-9177,7694
8881,-8113,8056
8882,6827,-1488
8883,-3866,7228
8884,-6874,-8305
8885,-1200,-1847
8886,2647,-3220
8887,-9519,3498
8888,-4777,5719
8889,2079,-6167
8890,-1019,-1987
8891,9882,-262
8892,7616,2450
8893,4026,6338
8894,-1571,-1213
8895,-3183,-2894
8896,3439,5290
8897,-4891,834
8898,-575,3855
8899,-1510,-595
8900,-794,4511
8901,807,2440
8902,-2682,-6803
8903,-3763,-1146
8904,-5870,2404
8905,-8649,1662
8906,-7823,-7674
8907,-9849,-52
8908,-6681,-2112
8909,-7658,2316
8910,-715,-7327
8911,-78,2717
8912,-6691,-378
8913,-1927,762
8914,2892,-6597
8915,-923,-3318
8916,-9019,8680
8917,-1523,1935
8918,-3835,7469
8919,-8738,-4322
8920,1781,-9426
8921,-3807,-8987
8922,-3499,-5290
8923,6277,-6270
8924,5694,-2179
8925,1374,5455
8926,-6762,4886
8927,-6576,-1985
8928,7198,-5850
8929,1585,-7196
8930,-986,-3140
8931,-6454,-4189
8932,-5127,1955
8933,3839,-6386
8934,-5347,-9362
8935,326,-7306
8936,-7548,2089
8937,-4942,-4685
8938,-9117,2233
8939,-8298,7472
8940,-1347,-3391
8941,-2474,-1286
8942,1199,-6219
8943,-6624,-654
8944,-2198,3539
8945,9767,1023
8946,-5253,-1587
8947,5743,694
8948,-7669,1296
8949,-6223,-2791
8950,-5011,-4035
8951,-6925,9404
8952,-4891,-7958
8953,-209,-5058
8954,3947,1476
8955,216,-8396
8956,6042,-5743
8957,-7330,-1186
8958,8293,-6192
8959,7541,-2886
8960,5386,-9583
8961,-4848,-3273
8962,-5760,-8380
8963,-4785,8147
8964,5005,-7296
8965,-6363,1180
8966,-8605,-6784
8967,-999,-652
8968,-3986,-21
